run,final_val_acc,total_time_seconds
0,0.929099977016449,8.734859481092542
1,0.9302999973297119,1.5308226085426289
2,0.9318999648094177,1.5293548131054269
3,0.9293999671936035,1.531496478668414
4,0.927299976348877,1.5267302841721104
5,0.9284999966621399,1.525741691024974
6,0.9299999475479126,1.5257721999259666
7,0.9311999678611755,1.5302197908479722
8,0.927299976348877,1.5352026755660773
9,0.9283999800682068,1.5296938201524317
10,0.9280999898910522,1.5279547473238781
11,0.9311999678611755,1.5261741765569896
12,0.929099977016449,1.5266246338570493
13,0.9304999709129333,1.5262519828025254
14,0.9311999678611755,1.5264942992301658
15,0.9304999709129333,1.5256219993839042
16,0.923799991607666,1.5273289611190557
17,0.9267999529838562,1.5250512712989006
18,0.9333999752998352,1.5258373466935007
19,0.9348999857902527,1.5265105065368116
20,0.9244999885559082,1.52611925847549
21,0.9311999678611755,1.5255858284626156
22,0.9281999468803406,1.5252315320326015
23,0.9307999610900879,1.5262550560049712
24,0.9314000010490417,1.525576895846985
25,0.9289999604225159,1.5262807089751584
26,0.9307000041007996,1.5252351454393938
27,0.9268999695777893,1.5261743828263137
28,0.9269999861717224,1.5253632815545424
29,0.9297999739646912,1.526159613110125
30,0.930899977684021,1.5266281480621546
31,0.9325000047683716,1.524806686053984
32,0.9280999898910522,1.5280967266187073
33,0.9319999814033508,1.5263576347166674
34,0.9289000034332275,1.5262977634770796
35,0.9314000010490417,1.5256277788672594
36,0.9284999966621399,1.5254631500728428
37,0.9297999739646912,1.5252484595822173
38,0.9296000003814697,1.5247293873801826
39,0.9317999482154846,1.5259298798050736
40,0.9289999604225159,1.5254012485845014
41,0.9307000041007996,1.525712306213565
42,0.9310999512672424,1.526964050380513
43,0.9309999942779541,1.5273129847515379
44,0.9296000003814697,1.5273277018349618
45,0.9268999695777893,1.5254629962584
46,0.9268999695777893,1.5270329592805358
47,0.9192999601364136,1.526798659535125
48,0.9289000034332275,1.5267449233382941
49,0.9283999800682068,1.526449830849655
50,0.9258999824523926,1.5260368449063972
51,0.9287999868392944,1.5260456825112922
52,0.927899956703186,1.5253786721583455
53,0.9294999837875366,1.5248412656718866
54,0.9307999610900879,1.5285981594426556
55,0.9291999936103821,1.52838329502102
56,0.9309999942779541,1.525021770347841
57,0.9292999505996704,1.5254500181665644
58,0.9305999875068665,1.5267466558627785
59,0.9311999678611755,1.524689948017709
60,0.9265999794006348,1.5264485637573526
61,0.9332000017166138,1.5249633884625509
62,0.9325999617576599,1.5252716842507943
63,0.9291999936103821,1.5248322563655674
64,0.9294999837875366,1.5254845655765383
65,0.9300999641418457,1.597735301349312
66,0.9339999556541443,1.5265467601539566
67,0.9303999543190002,1.527050398998894
68,0.9325000047683716,1.5293616835735735
69,0.933899998664856,1.5262677218290046
70,0.927899956703186,1.5254682206558061
71,0.9307999610900879,1.5288018290558831
72,0.9284999966621399,1.5269122245162727
73,0.9302999973297119,1.525718374291435
74,0.9307000041007996,1.525984445432201
75,0.9314999580383301,1.5255781623655928
76,0.9282999634742737,1.5253741215821357
77,0.9343999624252319,1.5260582892559469
78,0.9281999468803406,1.5268786380430686
79,0.9296000003814697,1.5265110150156542
80,0.9340999722480774,1.5260490967240186
81,0.9355999827384949,1.5264377276459709
82,0.9296999573707581,1.5261685227602722
83,0.9291999936103821,1.5264966232115404
84,0.9258999824523926,1.5258891271380708
85,0.9320999979972839,1.5251840407317505
86,0.9307999610900879,1.527132633277215
87,0.9314000010490417,1.526070092561655
88,0.9332000017166138,1.5255720647983253
89,0.9298999905586243,1.526736774532124
90,0.9261999726295471,1.5254469960955903
91,0.9267999529838562,1.5270774403009564
92,0.9300999641418457,1.5260645514866338
93,0.9300999641418457,1.5266025505550207
94,0.9330999851226807,1.5253305048067123
95,0.9296999573707581,1.524831683548167
96,0.9236999750137329,1.526207468685694
97,0.9333999752998352,1.5252231278195978
98,0.9279999732971191,1.5267911938587204
99,0.9273999929428101,1.5273566316301
