run,final_val_acc,total_time_seconds
0,0.927299976348877,9.23409531402588
1,0.9289000034332275,2.0679874930381774
2,0.9280999898910522,2.0695062637329102
3,0.9289999604225159,2.068101466774941
4,0.9297999739646912,2.071052402496338
5,0.9281999468803406,2.0720796118974687
6,0.9271999597549438,2.067685586571694
7,0.9277999997138977,2.069404855012894
8,0.9264000058174133,2.0680270287990568
9,0.9281999468803406,2.071425715208054
10,0.9301999807357788,2.0700780562162397
11,0.9289999604225159,2.068485720872879
12,0.9283999800682068,2.0673759243488314
13,0.9300999641418457,2.0638875620365145
14,0.9293999671936035,2.066667448282242
15,0.929099977016449,2.064784911751747
16,0.9285999536514282,2.063966398000717
17,0.9275999665260315,2.0662889590263367
18,0.927299976348877,2.0644137350320815
19,0.9273999929428101,2.0656246765851973
20,0.9285999536514282,2.064945784330368
21,0.9289999604225159,2.063046190977097
22,0.927899956703186,2.0662247490882875
23,0.9246999621391296,2.0646144284009935
24,0.9276999831199646,2.0653195819854737
25,0.9280999898910522,2.0658147171735766
26,0.9268999695777893,2.0641975491046907
27,0.9296000003814697,2.067596057295799
28,0.9286999702453613,2.066486417412758
29,0.9296999573707581,2.0661756612062456
30,0.9289999604225159,2.0657671711444854
31,0.9264000058174133,2.063928285956383
32,0.9281999468803406,2.065821292996407
33,0.9271000027656555,2.065860288739205
34,0.9266999959945679,2.0645239592790605
35,0.9282999634742737,2.066347851037979
36,0.9305999875068665,2.0636702806949616
37,0.9267999529838562,2.065880839943886
38,0.9292999505996704,2.064311901807785
39,0.9279999732971191,2.0652779986858367
40,0.9289999604225159,2.0673438739776615
41,0.9271000027656555,2.0644639016389847
42,0.9294999837875366,2.0664730377197267
43,0.927299976348877,2.0652946538925168
44,0.9284999966621399,2.0719720249176024
45,0.929099977016449,2.0668824518918996
46,0.9296000003814697,2.064945754885674
47,0.9264000058174133,2.0659992330074313
48,0.9257999658584595,2.065192450284958
49,0.9302999973297119,2.0644930446147916
50,0.9277999997138977,2.0668575843572614
51,0.9279999732971191,2.0641498957872395
52,0.9274999499320984,2.067524673342705
53,0.9281999468803406,2.0699213080406187
54,0.927899956703186,2.0717019796371456
55,0.927899956703186,2.0658762637376786
56,0.9250999689102173,2.064769169807434
57,0.9293999671936035,2.0670301384925844
58,0.9280999898910522,2.065519364595413
59,0.9280999898910522,2.0651696504354478
60,0.9283999800682068,2.066570507526398
61,0.9289000034332275,2.063953699707985
62,0.926099956035614,2.0650817233324053
63,0.9282999634742737,2.066491854906082
64,0.9284999966621399,2.065025850892067
65,0.9289999604225159,2.066818878054619
66,0.9265999794006348,2.064552910208702
67,0.9285999536514282,2.0650943024158472
68,0.9246999621391296,2.0662374333143236
69,0.9279999732971191,2.0640113283395767
70,0.9275999665260315,2.071936071395874
71,0.9296000003814697,2.065688416481018
72,0.9257999658584595,2.0659414935112
73,0.9287999868392944,2.0674421582221987
74,0.9293999671936035,2.0638640934228896
75,0.9273999929428101,2.0659224654436112
76,0.927299976348877,2.0654556367397308
77,0.9294999837875366,2.065058862090111
78,0.929099977016449,2.0667780625820162
79,0.9293999671936035,2.064108035087586
80,0.9287999868392944,2.0676225968599318
81,0.9300999641418457,2.0668431732654575
82,0.927299976348877,2.0649616059064866
83,0.9289999604225159,2.067213073372841
84,0.9317999482154846,2.064164746880531
85,0.9274999499320984,2.0660690845251084
86,0.9274999499320984,2.0654860297441484
87,0.927299976348877,2.069244379997253
88,0.9265999794006348,2.0735090408325196
89,0.9287999868392944,2.0682652064561844
90,0.9258999824523926,2.070121987223625
91,0.9264999628067017,2.0654970635175705
92,0.9277999997138977,2.0650380190610886
93,0.9254999756813049,2.067791421413422
94,0.9266999959945679,2.065280606865883
95,0.9301999807357788,2.0654530529975887
96,0.9271000027656555,2.0662533208131793
97,0.9271000027656555,2.065263735294342
98,0.9276999831199646,2.067748667001724
99,0.9271999597549438,2.0666056389808656
