experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
,,,train,,,
,{step},{args.num_iterations},val,{val_loss,,
,{step},{args.num_iterations},val,{val_loss,,
,,,train,,,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,197,5100,train,4.8700,210319,1124.70
,198,5100,train,4.9626,211452,1124.74
,199,5100,train,4.7826,212572,1124.72
,200,5100,train,4.9983,213707,1124.77
,201,5100,train,4.9180,214820,1124.71
,202,5100,train,4.8360,215950,1124.74
,203,5100,train,5.0912,217071,1124.72
,204,5100,train,4.9655,218210,1124.79
,205,5100,train,4.9763,219331,1124.77
,206,5100,train,4.6559,220472,1124.85
,207,5100,train,4.8800,221592,1124.83
,208,5100,train,4.9950,222728,1124.89
,209,5100,train,4.8291,223852,1124.88
,210,5100,train,4.8511,224991,1124.96
,211,5100,train,4.7491,226114,1124.94
,212,5100,train,4.7836,227257,1125.04
,213,5100,train,4.9599,228378,1125.02
,214,5100,train,4.8557,229511,1125.05
,215,5100,train,4.8235,230623,1124.99
,216,5100,train,4.7235,231749,1124.99
,217,5100,train,4.8476,232868,1124.97
,218,5100,train,4.9165,234007,1125.03
,219,5100,train,4.7925,235118,1124.96
,220,5100,train,4.7573,236249,1125.00
,221,5100,train,4.7280,237369,1124.97
,222,5100,train,4.7368,238510,1125.05
,223,5100,train,4.9353,239631,1125.03
,224,5100,train,4.7306,240768,1125.08
,225,5100,train,4.9397,241880,1125.02
,226,5100,train,4.6889,243013,1125.06
,227,5100,train,4.7375,244134,1125.04
,228,5100,train,4.8246,245269,1125.09
,229,5100,train,4.8174,246391,1125.07
,230,5100,train,4.8144,247527,1125.12
,231,5100,train,4.7215,248639,1125.07
,232,5100,train,4.8303,249770,1125.09
,233,5100,train,4.8156,250887,1125.06
,234,5100,train,4.6784,252020,1125.09
,235,5100,train,4.7728,253136,1125.05
,236,5100,train,4.8651,254268,1125.08
,237,5100,train,4.5657,255386,1125.05
,238,5100,train,4.8129,256511,1125.05
,239,5100,train,4.7395,257631,1125.03
,240,5100,train,4.6590,258768,1125.08
,241,5100,train,4.8611,259891,1125.07
,242,5100,train,4.5694,261032,1125.14
,243,5100,train,4.7392,262154,1125.12
,244,5100,train,4.8514,263287,1125.16
,245,5100,train,4.5982,264396,1125.09
,246,5100,train,4.7000,265530,1125.13
,247,5100,train,4.6824,266652,1125.11
,248,5100,train,4.7749,267788,1125.16
,249,5100,train,4.5478,268898,1125.10
,250,5100,train,4.7207,270029,1125.12
,250,5100,val,4.6945,270029,1125.12
,251,5100,train,4.6236,271156,1125.13
,252,5100,train,4.8397,272297,1125.19
,253,5100,train,4.6666,273417,1125.17
,254,5100,train,4.6895,274552,1125.21
,255,5100,train,4.6467,275662,1125.15
,256,5100,train,4.7042,276795,1125.18
,257,5100,train,4.5575,277906,1125.13
,258,5100,train,4.8487,279040,1125.16
,259,5100,train,4.6018,280159,1125.14
