experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
,,,train,,,
,{step},{args.num_iterations},val,{val_loss,,
,{step},{args.num_iterations},val,{val_loss,,
,,,train,,,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,573,5100,train,4.2595,620189,1101.58
,574,5100,train,4.3555,621286,1101.57
,575,5100,train,4.4901,622385,1101.57
,576,5100,train,4.2602,623504,1101.60
,577,5100,train,4.4032,624600,1101.59
,578,5100,train,4.5040,625697,1101.58
,579,5100,train,4.4356,626790,1101.56
,580,5100,train,4.6459,627937,1101.64
,581,5100,train,4.4119,629032,1101.63
,582,5100,train,4.4238,630129,1101.62
,583,5100,train,4.4087,631228,1101.62
,584,5100,train,4.4318,632368,1101.69
,585,5100,train,4.3718,633460,1101.67
,586,5100,train,4.3813,634558,1101.66
,587,5100,train,4.3406,635651,1101.65
,588,5100,train,4.6821,636772,1101.68
,589,5100,train,4.4713,637870,1101.67
,590,5100,train,4.2905,638967,1101.67
,591,5100,train,4.3451,640063,1101.66
,592,5100,train,4.3104,641181,1101.69
,593,5100,train,4.2972,642275,1101.67
,594,5100,train,4.4545,643367,1101.66
,595,5100,train,4.2060,644466,1101.65
,596,5100,train,4.6051,645582,1101.68
,597,5100,train,4.4658,646671,1101.65
,598,5100,train,4.2423,647767,1101.64
,599,5100,train,4.4033,648865,1101.64
,600,5100,train,4.2731,649984,1101.67
,601,5100,train,4.4054,651075,1101.65
,602,5100,train,4.3373,652168,1101.64
,603,5100,train,4.3658,653265,1101.63
,604,5100,train,4.5892,654381,1101.65
,605,5100,train,4.3426,655470,1101.63
,606,5100,train,4.3894,656565,1101.62
,607,5100,train,4.3174,657661,1101.61
,608,5100,train,4.5527,658775,1101.63
,609,5100,train,4.3618,659869,1101.62
,610,5100,train,4.3449,660965,1101.61
,611,5100,train,4.6024,662065,1101.61
,612,5100,train,4.4688,663180,1101.63
,613,5100,train,4.3502,664269,1101.61
,614,5100,train,4.4385,665363,1101.59
,615,5100,train,4.3736,666458,1101.58
,616,5100,train,4.3860,667566,1101.59
,617,5100,train,4.3192,668659,1101.58
,618,5100,train,4.2750,669751,1101.56
,619,5100,train,4.4858,670848,1101.56
,620,5100,train,4.4827,671997,1101.63
,621,5100,train,4.2482,673089,1101.62
,622,5100,train,4.3317,674185,1101.61
,623,5100,train,4.3052,675286,1101.61
,624,5100,train,4.3573,676436,1101.69
,625,5100,train,4.3585,677528,1101.67
,625,5100,val,4.3309,677529,1101.67
,626,5100,train,4.3708,678622,1101.66
,627,5100,train,4.4296,679715,1101.65
,628,5100,train,4.3083,680828,1101.66
,629,5100,train,4.4338,681916,1101.64
,630,5100,train,4.3474,683012,1101.63
,631,5100,train,4.1472,684105,1101.62
,632,5100,train,4.2530,685212,1101.63
,633,5100,train,4.3893,686307,1101.62
,634,5100,train,4.3368,687398,1101.60
