experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
lazy_sched,119,5100,train,5.0526,122772,1126.34
lazy_sched,120,5100,train,5.0413,123893,1126.30
lazy_sched,121,5100,train,5.1072,125023,1126.33
lazy_sched,122,5100,train,4.8196,126146,1126.30
lazy_sched,123,5100,train,4.9797,127276,1126.33
lazy_sched,124,5100,train,4.9743,128414,1126.44
lazy_sched,125,5100,train,4.9708,129553,1126.55
lazy_sched,125,5100,val,4.9749,129554,1126.55
lazy_sched,126,5100,train,4.9320,130684,1126.59
lazy_sched,127,5100,train,5.1837,131808,1126.57
lazy_sched,128,5100,train,4.9934,132929,1126.52
lazy_sched,129,5100,train,4.9112,134058,1126.53
lazy_sched,130,5100,train,4.7977,135185,1126.54
lazy_sched,131,5100,train,5.0673,136307,1126.51
lazy_sched,132,5100,train,4.9194,137429,1126.46
lazy_sched,133,5100,train,4.9057,138548,1126.41
lazy_sched,134,5100,train,4.9865,139668,1126.35
lazy_sched,135,5100,train,4.8145,140788,1126.31
lazy_sched,136,5100,train,4.9759,141909,1126.26
lazy_sched,137,5100,train,4.8309,143029,1126.21
lazy_sched,138,5100,train,4.8951,144148,1126.16
lazy_sched,139,5100,train,4.9326,145269,1126.11
lazy_sched,140,5100,train,5.0026,146387,1126.05
lazy_sched,141,5100,train,4.9530,147508,1126.02
lazy_sched,142,5100,train,4.9423,148631,1125.99
lazy_sched,143,5100,train,4.9454,149752,1125.96
lazy_sched,144,5100,train,4.7690,150879,1125.96
lazy_sched,145,5100,train,4.8885,152007,1125.98
lazy_sched,146,5100,train,4.7940,153127,1125.93
lazy_sched,147,5100,train,4.7698,154247,1125.89
lazy_sched,148,5100,train,4.8489,155367,1125.85
lazy_sched,149,5100,train,4.9585,156487,1125.81
lazy_sched,150,5100,train,4.9947,157607,1125.77
lazy_sched,151,5100,train,4.7397,158728,1125.73
lazy_sched,152,5100,train,4.7217,159848,1125.69
lazy_sched,153,5100,train,4.6346,160968,1125.65
lazy_sched,154,5100,train,4.8476,162088,1125.61
lazy_sched,155,5100,train,4.9177,163217,1125.64
lazy_sched,156,5100,train,4.8523,164358,1125.74
lazy_sched,157,5100,train,4.8143,165490,1125.78
lazy_sched,158,5100,train,4.7097,166626,1125.85
lazy_sched,159,5100,train,4.7439,167761,1125.91
lazy_sched,160,5100,train,4.7634,168899,1125.99
lazy_sched,161,5100,train,4.6883,170026,1126.00
lazy_sched,162,5100,train,4.7233,171160,1126.05
lazy_sched,163,5100,train,4.6618,172284,1126.04
lazy_sched,164,5100,train,4.6498,173408,1126.03
lazy_sched,165,5100,train,4.6117,174529,1125.99
lazy_sched,166,5100,train,4.8137,175648,1125.95
lazy_sched,167,5100,train,4.5585,176768,1125.91
lazy_sched,168,5100,train,4.5994,177887,1125.87
lazy_sched,169,5100,train,4.6953,179007,1125.83
lazy_sched,170,5100,train,4.6773,180127,1125.80
lazy_sched,171,5100,train,4.7088,181248,1125.76
lazy_sched,172,5100,train,4.9478,182367,1125.72
lazy_sched,173,5100,train,4.6098,183488,1125.69
lazy_sched,174,5100,train,4.7099,184608,1125.66
lazy_sched,175,5100,train,4.8753,185728,1125.62
lazy_sched,176,5100,train,4.7370,186847,1125.59
lazy_sched,177,5100,train,4.7563,187967,1125.55
lazy_sched,178,5100,train,4.8108,189087,1125.52
lazy_sched,179,5100,train,4.6357,190209,1125.50
